"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","ICAO_ID","FACILITY_NAME","REGION_CODE","TWR_OPERATOR_CODE","TWR_CALL","TWR_HRS","PRIMARY_APCH_RADIO_CALL","APCH_P_PROVIDER","APCH_P_PROV_TYPE_CD","SECONDARY_APCH_RADIO_CALL","APCH_S_PROVIDER","APCH_S_PROV_TYPE_CD","PRIMARY_DEP_RADIO_CALL","DEP_P_PROVIDER","DEP_P_PROV_TYPE_CD","SECONDARY_DEP_RADIO_CALL","DEP_S_PROVIDER","DEP_S_PROV_TYPE_CD","CTL_FAC_APCH_DEP_CALLS","APCH_DEP_OPER_CODE","CTL_PRVDING_HRS","SECONDARY_CTL_PRVDING_HRS"
"2026/02/19","50548.8","A","NON-ATCT","AK","AQT","NUIQSUT","US","PAQT","NUIQSUT","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","09127.","A","NON-ATCT","MA","AQW","NORTH ADAMS","US","KAQW","HARRIMAN-AND-WEST","ANE","","","","ALBANY","ALB","A","","","","ALBANY","ALB","A","","","","","","",""
"2026/02/19","22099.1","A","NON-ATCT","SC","AQX","ALLENDALE","US","KAQX","ALLENDALE COUNTY","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","01056.11","H","NON-ATCT","AR","AR62","LITTLE ROCK","US","","ARKANSAS CHILDREN'S HOSPITAL","ASW","","","","LITTLE ROCK","LIT","A","","","","LITTLE ROCK","LIT","A","","","","","","",""
"2026/02/19","07670.","A","ATCT","LA","ARA","NEW IBERIA","US","KARA","ACADIANA RGNL","ASW","FCT","ACADIANA","0600-2100","LAFAYETTE","LFT","A","HOUSTON ARTCC","ZHU","C","LAFAYETTE","LFT","A","HOUSTON ARTCC","ZHU","C","","","",""
"2026/02/19","09524.","A","ATCT","MI","ARB","ANN ARBOR","US","KARB","ANN ARBOR MUNI","AGL","F","ANN ARBOR","0800-2000","DETROIT","D21","T","","","","DETROIT","D21","T","","","","","","",""
"2026/02/19","50039.8","A","NON-ATCT","AK","ARC","ARCTIC VILLAGE","US","PARC","ARCTIC VILLAGE","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","01197.","A","NON-ATCT","AR","ARG","WALNUT RIDGE","US","KARG","WALNUT RIDGE RGNL","ASW","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","25016.11","A","NON-ATCT","TX","ARM","WHARTON","US","KARM","WHARTON RGNL","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","04506.","A","ATCT","IL","ARR","CHICAGO/AURORA","US","KARR","AURORA MUNI","AGL","F","AURORA","0700-2100","CHICAGO","C90","T","","","","CHICAGO","C90","T","","","","","","",""
"2026/02/19","16367.","A","NON-ATCT","NY","ART","WATERTOWN","US","KART","WATERTOWN INTL","AEA","","","","WHEELER-SACK","GTB","A","","","","WHEELER-SACK","GTB","A","","","","","","",""
"2026/02/19","27393.1","A","NON-ATCT","WI","ARV","MINOCQUA-WOODRUFF","US","KARV","LAKELAND/NOBLE F LEE MEML FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","22123.1","A","NON-ATCT","SC","ARW","BEAUFORT","US","KARW","BEAUFORT EXEC","ASO","","","","BEAUFORT","NBC","A","JACKSONVILLE ARTCC","ZJX","C","BEAUFORT","NBC","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","07744.31","A","NON-ATCT","LA","ASD","SLIDELL","US","KASD","SLIDELL","ASW","","","","NEW ORLEANS","MSY","A","","","","NEW ORLEANS","MSY","A","","","","","","",""
"2026/02/19","02517.","A","ATCT-TRACON","CO","ASE","ASPEN","US","KASE","ASPEN-PITKIN COUNTY/SARDY FLD","ANM","F","ASPEN","0700-2000","ASPEN","ASE","A","DENVER ARTCC","ZDV","C","ASPEN","ASE","A","DENVER ARTCC","ZDV","C","ASPEN","F","0700-2000","2000-0700"
"2026/02/19","01176.","A","ATCT","AR","ASG","SPRINGDALE","US","KASG","SPRINGDALE MUNI","ASW","FCT","SPRINGDALE","0600-2100","RAZORBACK","FSM","A","MEMPHIS ARTCC","ZME","C","RAZORBACK","FSM","A","MEMPHIS ARTCC","ZME","C","","","",""
"2026/02/19","13350.","A","ATCT","NH","ASH","NASHUA","US","KASH","BOIRE FLD","ANE","FCT","NASHUA","0700-2100","BOSTON","A90","T","","","","BOSTON","A90","T","","","","","","",""
"2026/02/19","16499.3","A","NON-ATCT","NC","ASJ","AHOSKIE","US","KASJ","TRI-COUNTY AT HENRY JOYNER FLD","ASO","","","","WASHINGTON ARTCC","ZDC","C","","","","WASHINGTON ARTCC","ZDC","C","","","","","","",""
"2026/02/19","24302.","A","NON-ATCT","TX","ASL","MARSHALL","US","KASL","HARRISON COUNTY","ASW","","","","SHREVEPORT","BAD","A","","","","SHREVEPORT","BAD","A","","","","","","",""
"2026/02/19","00528.1","A","NON-ATCT","AL","ASN","TALLADEGA","US","KASN","TALLADEGA MUNI","ASO","","","","BIRMINGHAM","BHM","A","","","","BIRMINGHAM","BHM","A","","","","","","",""
"2026/02/19","19354.","A","NON-ATCT","OR","AST","ASTORIA","US","KAST","ASTORIA RGNL","ANM","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","05738.","A","NON-ATCT","IN","ASW","WARSAW","US","KASW","WARSAW MUNI","AGL","","","","FORT WAYNE","FWA","A","","","","FORT WAYNE","FWA","A","","","","","","",""
"2026/02/19","27020.","A","NON-ATCT","WI","ASX","ASHLAND","US","KASX","JOHN F KENNEDY MEML","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","17253.","A","NON-ATCT","ND","ASY","ASHLEY","US","KASY","ASHLEY MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","23366.","A","NON-ATCT","TX","ATA","ATLANTA","US","KATA","HALL-MILLER MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","50044.5","A","NON-ATCT","AK","ATK","ATQASUK","US","PATQ","ATQASUK EDWARD BURNELL SR MEML","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","03640.","A","ATCT","GA","ATL","ATLANTA","US","KATL","HARTSFIELD/JACKSON ATLANTA INTL","ASO","F","ATLANTA","24","ATLANTA","A80","T","","","","ATLANTA","A80","T","","","","","","",""
"2026/02/19","14542.","A","NON-ATCT","NM","ATS","ARTESIA","US","KATS","ARTESIA MUNI","ASW","","","","ROSWELL","ROW","A","ALBUQUERQUE ARTCC","ZAB","C","ROSWELL","ROW","A","ALBUQUERQUE ARTCC","ZAB","C","","","",""
"2026/02/19","27013.1","A","ATCT","WI","ATW","APPLETON","US","KATW","APPLETON INTL","AGL","FCT","APPLETON","0530-2300","GREEN BAY","GRB","A","MINNEAPOLIS ARTCC","ZMP","C","GREEN BAY","GRB","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","22822.","A","NON-ATCT","SD","ATY","WATERTOWN","US","KATY","WATERTOWN RGNL","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","07819.","A","NON-ATCT","ME","AUG","AUGUSTA","US","KAUG","AUGUSTA STATE","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","12623.1","A","NON-ATCT","NE","AUH","AURORA","US","KAUH","AURORA MUNI/AL POTTER FLD","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","10524.","A","NON-ATCT","MN","AUM","AUSTIN","US","KAUM","AUSTIN MUNI","AGL","","","","ROCHESTER","RST","A","MINNEAPOLIS ARTCC","ZMP","C","ROCHESTER","RST","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","01273.","A","NON-ATCT","CA","AUN","AUBURN","US","KAUN","AUBURN MUNI","AWP","","","","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","00146.","A","ATCT","AL","AUO","AUBURN","US","KAUO","AUBURN UNIVERSITY RGNL","ASO","NFCT","AUBURN","0700-2100 MON-FRI; 0800-1700 SAT & SUN","ATLANTA","A80","T","ATLANTA ARTCC","ZTL","C","ATLANTA","A80","T","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","23369.","A","ATCT-TRACON","TX","AUS","AUSTIN","US","KAUS","AUSTIN-BERGSTROM INTL","ASW","F","AUSTIN","24","AUSTIN","AUS","A","","","","AUSTIN","AUS","A","","","","AUSTIN","F","24",""
"2026/02/19","27667.","A","NON-ATCT","WI","AUW","WAUSAU","US","KAUW","WAUSAU DOWNTOWN","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","26014.01","A","NON-ATCT","VA","AVC","SOUTH HILL","US","KAVC","MECKLENBURG-BRUNSWICK RGNL","AEA","","","","WASHINGTON ARTCC","ZDC","C","","","","WASHINGTON ARTCC","ZDC","C","","","","","","",""
"2026/02/19","18783.1","A","NON-ATCT","OK","AVK","ALVA","US","KAVK","ALVA RGNL","ASW","","","","VANCE","END","A","KANSAS CITY ARTCC","ZKC","C","VANCE","END","A","KANSAS CITY ARTCC","ZKC","C","","","",""
"2026/02/19","16517.5","A","ATCT-TRACON","NC","AVL","ASHEVILLE","US","KAVL","ASHEVILLE RGNL","ASO","F","ASHEVILLE","0630-2300","ASHEVILLE","AVL","A","ATLANTA ARTCC","ZTL","C","ASHEVILLE","AVL","A","ATLANTA ARTCC","ZTL","C","ASHEVILLE","F","0630-2300","2300-0630"
"2026/02/19","03042.","A","NON-ATCT","FL","AVO","AVON PARK","US","KAVO","AVON PARK EXEC","ASO","","","","MIAMI ARTCC","ZMA","C","","","","MIAMI ARTCC","ZMA","C","","","","","","",""
"2026/02/19","21781.","A","ATCT-TRACON","PA","AVP","WILKES-BARRE/SCRANTON","US","KAVP","WILKES-BARRE/SCRANTON INTL","AEA","F","WILKES-BARRE","24","WILKES-BARRE","AVP","A","","","","WILKES-BARRE","AVP","A","","","","WILKES-BARRE","F","24",""
"2026/02/19","00813.","A","NON-ATCT","AZ","AVQ","MARANA","US","KAVQ","MARANA RGNL","AWP","","","","TUCSON","U90","T","","","","TUCSON","U90","T","","","","","","",""
"2026/02/19","01276.","A","NON-ATCT","CA","AVX","AVALON","US","KAVX","CATALINA","AWP","","","","SOCAL","SCT","T","","","","SOCAL","SCT","T","","","","","","",""
"2026/02/19","06398.","A","NON-ATCT","IA","AWG","WASHINGTON","US","KAWG","WASHINGTON MUNI","ACE","","","","CHICAGO ARTCC","ZAU","C","","","","CHICAGO ARTCC","ZAU","C","","","","","","",""
"2026/02/19","50855.2","A","NON-ATCT","AK","AWI","WAINWRIGHT","US","PAWI","WAINWRIGHT","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","51540.","A","NON-ATCT","QW","AWK","WAKE ISLAND","US","PWAK","WAKE ISLAND AIRFIELD","AWP","","","","","","","","","","","","","","","","","","",""
"2026/02/19","01206.2","A","NON-ATCT","AR","AWM","WEST MEMPHIS","US","KAWM","WEST MEMPHIS MUNI","ASW","","","","MEMPHIS","M03","T","","","","MEMPHIS","M03","T","","","","","","",""
"2026/02/19","26099.","A","NON-ATCT","WA","AWO","ARLINGTON","US","KAWO","ARLINGTON MUNI","ANM","","","","SEATTLE","S46","T","","","","SEATTLE","S46","T","","","","","","",""
"2026/02/19","05816.","A","NON-ATCT","IA","AXA","ALGONA","US","KAXA","ALGONA MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","24067.6","A","NON-ATCT","TX","AXH","HOUSTON","US","KAXH","HOUSTON/SOUTHWEST","ASW","","","","HOUSTON","I90","T","","","","HOUSTON","I90","T","","","","","","",""
"2026/02/19","10512.","A","NON-ATCT","MN","AXN","ALEXANDRIA","US","KAXN","ALEXANDRIA RGNL/CHANDLER FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","20069.11","A","NON-ATCT","PA","AXQ","CLARION","US","KAXQ","CLARION COUNTY","AEA","","","","CLEVELAND ARTCC","ZOB","C","","","","CLEVELAND ARTCC","ZOB","C","","","","","","",""
"2026/02/19","18779.","A","NON-ATCT","OK","AXS","ALTUS","US","KAXS","ALTUS/QUARTZ MOUNTAIN RGNL","ASW","","","","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","ALTUS","LTS","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","18622.31","A","NON-ATCT","OH","AXV","WAPAKONETA","US","KAXV","NEIL ARMSTRONG","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","14534.","A","NON-ATCT","NM","AXX","ANGEL FIRE","US","KAXX","ANGEL FIRE","ASW","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","04095.","A","NON-ATCT","GA","AYS","WAYCROSS","US","KAYS","WAYCROSS-WARE COUNTY","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","00660.7","A","NON-ATCT","AZ","AZC","COLORADO CITY","US","KAZC","COLORADO CITY MUNI","AWP","","","","L.A. CENTER ARTCC","ZLA","C","","","","L.A. CENTER ARTCC","ZLA","C","","","","","","",""
"2026/02/19","03834.","A","NON-ATCT","GA","AZE","HAZLEHURST","US","KAZE","HAZLEHURST","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","09986.","A","ATCT-TRACON","MI","AZO","KALAMAZOO","US","KAZO","KALAMAZOO/BATTLE CREEK INTL","AGL","F","KALAMAZOO","0600-2300","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","GREAT LAKES","F","0530-0000","0000-0530"
"2026/02/19","16383.1","A","NON-ATCT","NY","B16","WEEDSPORT","US","","WHITFORDS","AEA","","","","SYRACUSE","SYR","A","","","","SYRACUSE","SYR","A","","","","","","",""
"2026/02/19","07849.","A","NON-ATCT","ME","B19","BIDDEFORD","US","","BIDDEFORD MUNI","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","07906.5","A","NON-ATCT","ME","B21","CARRABASSETT","US","","SUGARLOAF RGNL","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","01873.3","A","ATCT","CA","BAB","MARYSVILLE","US","KBAB","BEALE AFB","AWP","A","BEALE","OPR H24 FR 1400Z++ MON THRU 0600Z++ SAT, AND/OR BY NOTAM; CLSD WKEND AND HOL.","NORCAL","NCT","T","","","","NORCAL","NCT","T","","","","","","",""
"2026/02/19","17475.","A","NON-ATCT","ND","BAC","VALLEY CITY","US","KBAC","BARNES COUNTY MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","07443.12","A","ATCT-RAPCON","LA","BAD","BOSSIER CITY","US","KBAD","BARKSDALE AFB","ASW","A","BARKSDALE","OPR 1300-0400Z++ MON-FRI 1400-2200Z++ WKENDS; CLSD AFGSC FAMILY DAYS & FEDERAL HOL AND 1200-1500Z++ THIRD FRI MONTHLY FOR A-G MAINT.","SHREVEPORT","BAD","A","","","","SHREVEPORT","BAD","A","","","","SHREVEPORT","F","24",""
"2026/02/19","09398.","A","ATCT","MA","BAF","WESTFIELD/SPRINGFIELD","US","KBAF","WESTFIELD-BARNES RGNL","ANE","FCT","WESTFIELD","0700-2200","BRADLEY","Y90","T","","","","BRADLEY","Y90","T","","","","","","",""
"2026/02/19","05192.","A","ATCT","IN","BAK","COLUMBUS","US","KBAK","COLUMBUS MUNI","AGL","FCT","COLUMBUS","0630-2200","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","13016.","A","NON-ATCT","NV","BAM","BATTLE MOUNTAIN","US","KBAM","BATTLE MOUNTAIN","AWP","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","09532.","A","NON-ATCT","MI","BAX","BAD AXE","US","KBAX","HURON COUNTY MEML","AGL","","","","CLEVELAND ARTCC","ZOB","C","","","","CLEVELAND ARTCC","ZOB","C","","","","","","",""
"2026/02/19","24407.","A","ATCT","TX","BAZ","NEW BRAUNFELS","US","KBAZ","NEW BRAUNFELS NTL","ASW","FCT","NEW BRAUNFELS","0700-1900","SAN ANTONIO","SAT","A","","","","SAN ANTONIO","SAT","A","","","","","","",""
"2026/02/19","10551.1","A","NON-ATCT","MN","BBB","BENSON","US","KBBB","BENSON MUNI","AGL","","","","","","","","","","","","","","","","","","",""
"2026/02/19","23477.","A","NON-ATCT","TX","BBD","BRADY","US","KBBD","CURTIS FLD","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","11567.","A","ATCT","MO","BBG","BRANSON","US","KBBG","BRANSON","ACE","NFCT","BRANSON","0700-2100","SPRINGFIELD","SGF","A","","","","SPRINGFIELD","SGF","A","","","","","","",""
"2026/02/19","22129.1","A","NON-ATCT","SC","BBP","BENNETTSVILLE","US","KBBP","MARLBORO COUNTY JETPORT/H E AVENT FLD","ASO","","","","FLORENCE","FLO","A","JACKSONVILLE ARTCC","ZJX","C","FLORENCE","FLO","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","12659.","A","NON-ATCT","NE","BBW","BROKEN BOW","US","KBBW","BROKEN BOW MUNI/KEITH GLAZE FLD","ACE","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","25644.","A","NON-ATCT","VA","BCB","BLACKSBURG","US","KBCB","VIRGINIA TECH/MONTGOMERY EXEC","AEA","","","","ROANOKE","ROA","A","","","","ROANOKE","ROA","A","","","","","","",""
"2026/02/19","25115.","A","NON-ATCT","UT","BCE","BRYCE CANYON","US","KBCE","BRYCE CANYON","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","27049.1","A","NON-ATCT","WI","BCK","BLACK RIVER FALLS","US","KBCK","BLACK RIVER FALLS AREA","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","03063.51","A","NON-ATCT","FL","BCR","BONIFAY","US","KBCR","TRI-COUNTY","ASO","","","","CAIRNS","OZR","A","JACKSONVILLE ARTCC","ZJX","C","CAIRNS","OZR","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","03060.","A","ATCT","FL","BCT","BOCA RATON","US","KBCT","BOCA RATON","ASO","FCT","BOCA RATON","0700-2300","PALM BEACH","PBI","A","","","","PALM BEACH","PBI","A","","","","","","",""
"2026/02/19","10535.","A","NON-ATCT","MN","BDE","BAUDETTE","US","KBDE","BAUDETTE INTL","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","25106.","A","NON-ATCT","UT","BDG","BLANDING","US","KBDG","BLANDING MUNI","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","11082.01","A","NON-ATCT","MN","BDH","WILLMAR","US","KBDH","WILLMAR MUNI/JOHN L RICE FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","02946.","A","ATCT","CT","BDL","WINDSOR LOCKS","US","KBDL","BRADLEY INTL","ANE","F","BRADLEY","24","BRADLEY","Y90","T","","","","BRADLEY","Y90","T","","","","","","",""
"2026/02/19","19371.","A","NON-ATCT","OR","BDN","BEND","US","KBDN","BEND MUNI","ANM","","","","SEATTLE ARTCC","ZSE","C","","","","SEATTLE ARTCC","ZSE","C","","","","","","",""
"2026/02/19","01101.1","A","NON-ATCT","AR","BDQ","MORRILTON","US","KBDQ","MORRILTON MUNI","ASW","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","02785.","A","ATCT","CT","BDR","BRIDGEPORT","US","KBDR","BRIDGEPORT/SIKORSKY","ANE","FCT","BRIDGEPORT","0630-2200","NEW YORK","N90","T","","","","NEW YORK","N90","T","","","","","","",""
"2026/02/19","23418.2","A","NON-ATCT","TX","BEA","BEEVILLE","US","KBEA","BEEVILLE MUNI","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","06973.","A","ATCT","KS","BEC","WICHITA","US","KBEC","BEECH FACTORY","ACE","O","BEECH","0700-1730 MON-FRI","WICHITA","ICT","A","","","","WICHITA","ICT","A","","","","","","",""
