"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_END_ID","TRUE_ALIGNMENT","ILS_TYPE","RIGHT_HAND_TRAFFIC_PAT_FLAG","RWY_MARKING_TYPE_CODE","RWY_MARKING_COND","RWY_END_LAT_DEG","RWY_END_LAT_MIN","RWY_END_LAT_SEC","RWY_END_LAT_HEMIS","LAT_DECIMAL","RWY_END_LONG_DEG","RWY_END_LONG_MIN","RWY_END_LONG_SEC","RWY_END_LONG_HEMIS","LONG_DECIMAL","RWY_END_ELEV","THR_CROSSING_HGT","VISUAL_GLIDE_PATH_ANGLE","DISPLACED_THR_LAT_DEG","DISPLACED_THR_LAT_MIN","DISPLACED_THR_LAT_SEC","DISPLACED_THR_LAT_HEMIS","LAT_DISPLACED_THR_DECIMAL","DISPLACED_THR_LONG_DEG","DISPLACED_THR_LONG_MIN","DISPLACED_THR_LONG_SEC","DISPLACED_THR_LONG_HEMIS","LONG_DISPLACED_THR_DECIMAL","DISPLACED_THR_ELEV","DISPLACED_THR_LEN","TDZ_ELEV","VGSI_CODE","RWY_VISUAL_RANGE_EQUIP_CODE","RWY_VSBY_VALUE_EQUIP_FLAG","APCH_LGT_SYSTEM_CODE","RWY_END_LGTS_FLAG","CNTRLN_LGTS_AVBL_FLAG","TDZ_LGT_AVBL_FLAG","OBSTN_TYPE","OBSTN_MRKD_CODE","FAR_PART_77_CODE","OBSTN_CLNC_SLOPE","OBSTN_HGT","DIST_FROM_THR","CNTRLN_OFFSET","CNTRLN_DIR_CODE","RWY_GRAD","RWY_GRAD_DIRECTION","RWY_END_PSN_SOURCE","RWY_END_PSN_DATE","RWY_END_ELEV_SOURCE","RWY_END_ELEV_DATE","DSPL_THR_PSN_SOURCE","RWY_END_DSPL_THR_PSN_DATE","DSPL_THR_ELEV_SOURCE","RWY_END_DSPL_THR_ELEV_DATE","TDZ_ELEV_SOURCE","RWY_END_TDZ_ELEV_DATE","TKOF_RUN_AVBL","TKOF_DIST_AVBL","ACLT_STOP_DIST_AVBL","LNDG_DIST_AVBL","LAHSO_ALD","RWY_END_INTERSECT_LAHSO","LAHSO_DESC","LAHSO_LAT","LAT_LAHSO_DECIMAL","LAHSO_LONG","LONG_LAHSO_DECIMAL","LAHSO_PSN_SOURCE","RWY_END_LAHSO_PSN_DATE"
"2026/02/19","19589.11","A","OR","95OR","ROSEBURG","US","01/19","01",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19589.11","A","OR","95OR","ROSEBURG","US","01/19","19",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19590.","A","OR","OG13","RUCH","US","17/35","17",190,"","","","",42,14,55.76,"N",42.24882222,123,4,12.74,"W",-123.07020555,1640,,,,,,"",,,,,"",,,,1640,"","","","","","","","HILL","","A(V)",,,,,"",,"","ADO","2015/11/18","ADO","2015/11/18","","","","","FAA OE/AAA","2015/11/18",,,,,,"","","",,"",,"",""
"2026/02/19","19590.","A","OR","OG13","RUCH","US","17/35","35",10,"","","","",42,14,40.19,"N",42.24449722,123,4,16.4,"W",-123.07122222,1640,,,,,,"",,,,,"",,,,1640,"","","","","","","","","","A(V)",,,,,"",,"","ADO","2015/11/18","ADO","2015/11/18","","","","","FAA OE/AAA","2015/11/18",,,,,,"","","",,"",,"",""
"2026/02/19","19595.","A","OR","SLE","SALEM","US","13/31","13",150,"","N","NPI","GOOD",44,55,0.7405,"N",44.91687236,123,0,26.1126,"W",-123.0072535,194.5,50,3,,,,"",,,,,"",,,,203.6,"V4L","R","","ODALS","Y","","","ROAD","","D",36,11,600,550,"R",,"","3RD PARTY SURVEY","2016/10/19","3RD PARTY SURVEY","2016/10/19","","","","","3RD PARTY SURVEY","2016/10/19",5811,5811,5811,5811,,"","","",,"",,"",""
"2026/02/19","19595.","A","OR","SLE","SALEM","US","13/31","31",330,"ILS/DME","N","PIR","GOOD",44,54,11.0114,"N",44.90305872,122,59,45.8523,"W",-122.99607008,213.4,,,,,,"",,,,,"",,,,213.4,"","T","N","MALSR","","","","TREE","","PIR",30,459,15950,1900,"L",,"","3RD PARTY SURVEY","2016/10/19","3RD PARTY SURVEY","2016/10/19","","","","","3RD PARTY SURVEY","2016/10/19",5811,5811,5811,5811,3150,"16/34","","44-54-37.9677N",44.91054658,"123-00-07.6803W",-123.00213341,"FAA-EST","2007/07/12"
"2026/02/19","19595.","A","OR","SLE","SALEM","US","16/34","16",181,"","N","NPI","GOOD",44,54,58.0017,"N",44.91611158,123,0,11.89,"W",-123.00330277,195.7,38,3,,,,"",,,,,"",,,,204,"P4L","","N","","Y","","","ROAD","","B(V)",14,16,430,280,"L",,"","3RD PARTY SURVEY","2016/10/19","3RD PARTY SURVEY","2016/10/19","","","","","3RD PARTY SURVEY","2016/10/19",5145,5145,5145,5145,,"","","",,"",,"",""
"2026/02/19","19595.","A","OR","SLE","SALEM","US","16/34","34",1,"","N","NPI","GOOD",44,54,7.1975,"N",44.9019993,123,0,12.8554,"W",-123.00357094,210.9,42,4,,,,"",,,,,"",,,,210.9,"P4L","","","","Y","","","TREE","","B(V)",20,216,4528,273,"R",,"","3RD PARTY SURVEY","2016/10/19","3RD PARTY SURVEY","2016/10/19","","","","","3RD PARTY SURVEY","2016/10/19",5145,5145,5145,5145,3050,"13/31","","44-54-37.3110N",44.91036416,"123-00-12.2871W",-123.00341308,"FAA-EST","2007/07/12"
"2026/02/19","19595.","A","OR","SLE","SALEM","US","H1","H1",,"","","BSC","GOOD",44,54,26.63,"N",44.90739722,122,59,45.26,"W",-122.99590555,213.4,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","FAA OE/AAA","2018/10/25","FAA OE/AAA","2018/10/25","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.02","H","OR","51OR","SALEM","US","H1","H1",,"","","","",44,59,58.43,"N",44.99956388,122,58,37.342,"W",-122.97703944,182,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","ADO","2025/08/08","FAA-EST IMAGERY","2025/08/08","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.05","A","OR","OR87","SALEM","US","01/19","01",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREE","","A(V)",,100,3000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.05","A","OR","OR87","SALEM","US","01/19","19",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,30,0,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.1","H","OR","3OR5","SALEM","US","H1","H1",,"","","NONE","POOR",44,51,32.42,"N",44.85900555,123,2,23.25,"W",-123.03979166,550,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","ADO","2025/08/13","OWNER","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.23","A","OR","4OR5","SALEM","US","N/S","N",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.23","A","OR","4OR5","SALEM","US","N/S","S",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINES/TREE","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.25","A","OR","4OR7","SALEM","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","L","A(V)",,,600,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.25","A","OR","4OR7","SALEM","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","L","A(V)",,,800,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.26","H","OR","OG37","SALEM","US","H1","H1",,"","","NONE","FAIR",44,55,57.4,"N",44.93261111,123,2,2,"W",-123.03388888,290,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.3","A","OR","4OR8","SALEM","US","E/W","E",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19595.3","A","OR","4OR8","SALEM","US","E/W","W",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.","A","OR","OG29","SANDY","US","07/25","07",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","A(V)",0,,0,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.","A","OR","OG29","SANDY","US","07/25","25",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",0,,0,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.01","A","OR","4OR9","SANDY","US","07/25","07",,"","","NONE","POOR",45,21,17.7867,"N",45.35494075,122,16,30.578,"W",-122.27516055,1159,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",16,112,2022,0,"B",,"","ADO","2025/07/24","ADO","2025/07/24","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.01","A","OR","4OR9","SANDY","US","07/25","25",,"","","NONE","POOR",45,21,15.8,"N",45.35438888,122,15,47.4032,"W",-122.26316755,1162,,,,,,"",,,,,"",,,,,"","","","","","","","TREE","","A(V)",6,95,770,51,"L",,"","ADO","2025/07/24","ADO","2025/07/24","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.02","A","OR","4OR6","SANDY","US","09/27","09",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,100,50,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.02","A","OR","4OR6","SANDY","US","09/27","27",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.1","A","OR","03S","SANDY","US","08/26","08",101,"","N","","",45,24,7.8536,"N",45.40218155,122,13,57.8312,"W",-122.23273088,691,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",4,142,583,91,"R",,"","FAA-EST IMAGERY","2010/06/11","FAA-EST IMAGERY","2010/06/11","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.1","A","OR","03S","SANDY","US","08/26","26",281,"","N","","",45,24,3.6993,"N",45.40102758,122,13,28.7746,"W",-122.22465961,704,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",0,13,5,0,"B",,"","FAA-EST IMAGERY","2010/06/11","FAA-EST IMAGERY","2010/06/11","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19596.11","H","OR","2OR5","SANDY","US","H1","H1",,"","","NONE","POOR",45,19,24.7332,"N",45.323537,122,12,44.2476,"W",-122.212291,1185,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","ADO","2025/10/23","ADO","2025/10/23","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19597.","A","OR","8S3","SANTIAM JUNCTION","US","06/24","06",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",12,47,578,101,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19597.","A","OR","8S3","SANTIAM JUNCTION","US","06/24","24",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",2,200,450,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.","A","OR","SPB","SCAPPOOSE","US","15/33","15",169,"LOC/DME","N","NPI","FAIR",45,46,40.4083,"N",45.77789119,122,51,49.6531,"W",-122.86379252,58.1,41,3.73,,,,"",,,,,"",,,,58.1,"P4L","","","","Y","","","TREE","","C",4,58,475,262,"R",,"","NGS","2006/04/09","NGS","2006/04/09","","","","","AVN","2011/04/11",,,,,,"","","",,"",,"",""
"2026/02/19","19598.","A","OR","SPB","SCAPPOOSE","US","15/33","33",349,"","Y","NPI","GOOD",45,45,51.0442,"N",45.76417894,122,51,35.4943,"W",-122.85985952,30,40,3,,,,"",,,,,"",,,,50.8,"P4L","","","","","","","","","B(V)",50,,,,"",,"","NGS","2006/04/09","NGS","2006/04/09","","","","","AVN","2011/04/11",,,,,,"","","",,"",,"",""
"2026/02/19","19598.01","A","OR","8OR6","SCAPPOOSE","US","16/34","16",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,,800,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.01","A","OR","8OR6","SCAPPOOSE","US","16/34","34",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,,0,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.5","A","OR","OG28","SCIO","US","12/30","12",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",20,15,300,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.5","A","OR","OG28","SCIO","US","12/30","30",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",5,100,600,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.52","A","OR","OR51","SCIO","US","08/26","08",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19598.52","A","OR","OR51","SCIO","US","08/26","26",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,35,400,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.","A","OR","56S","SEASIDE","US","16/34","16",,"","N","BSC","FAIR",46,1,4.897,"N",46.01802694,123,54,27.597,"W",-123.90766583,12,,,46,1,3.366,"N",46.01760166,123,54,27.592,"W",-123.90766444,12,155,,"","","","","","","","BRUSH","","A(V)",7,13,296,0,"B",,"","ADO","2007/04/05","ADO","2007/04/05","ADO","2007/04/05","ADO","2007/04/05","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.","A","OR","56S","SEASIDE","US","16/34","34",,"","N","BSC","FAIR",46,0,43.073,"N",46.01196472,123,54,27.537,"W",-123.90764916,10,,,,,,"",,,,,"",,,,,"","","","","","","","ROAD","","A(V)",8,12,305,35,"R",,"","ADO","2007/04/05","ADO","2007/04/05","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.01","H","OR","OR63","SEASIDE","US","H1","H1",,"","","","",45,58,24.67,"N",45.97351944,123,55,34.32,"W",-123.9262,17,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","ADO","2025/08/13","ADO","2025/08/13","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.02","H","OR","OR58","SEASIDE","US","H1","H1",,"","","BSC","FAIR",45,59,20.53,"N",45.98903611,123,54,46.93,"W",-123.91303611,25,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2021/03/01","OWNER","2021/03/01","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.5","A","OR","84OR","SELMA","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.5","A","OR","84OR","SELMA","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","",,35,110,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.51","A","OR","5OR0","SELMA","US","02/20","02",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","",,,900,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.51","A","OR","5OR0","SELMA","US","02/20","20",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,,400,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.74","A","OR","71OR","SENECA","US","11/29","11",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","B(V)",,4,20,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.74","A","OR","71OR","SENECA","US","11/29","29",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","B(V)",,4,20,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.75","A","OR","7OR8","SENECA","US","18/36","18",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","",,,50,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.75","A","OR","7OR8","SENECA","US","18/36","36",,"","N","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","",,,200,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.77","A","OR","OG14","SENECA","US","15/33","15",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINES","","A(V)",,25,400,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19602.77","A","OR","OG14","SENECA","US","15/33","33",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.3","A","OR","OG31","SHADY COVE","US","18/36","18",,"","Y","NONE","",42,36,43.95,"N",42.61220833,122,49,42.25,"W",-122.82840277,1522,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,80,100,,"",,"","ADO","2013/12/06","ADO","2013/12/06","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.3","A","OR","OG31","SHADY COVE","US","18/36","36",,"","","NONE","",42,36,18.86,"N",42.60523888,122,49,49.69,"W",-122.83046944,1508,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,100,100,,"",,"","ADO","2013/12/06","ADO","2013/12/06","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.38","A","OR","9OR1","SHANIKO","US","11/29","11",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.38","A","OR","9OR1","SHANIKO","US","11/29","29",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.39","A","OR","OG54","SHANIKO","US","07/25","07",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,400,,"","","","","","","","GND","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19603.39","A","OR","OG54","SHANIKO","US","07/25","25",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.","A","OR","98OR","SHERIDAN","US","17/35","17",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.","A","OR","98OR","SHERIDAN","US","17/35","35",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.01","A","OR","OG23","SHERIDAN","US","03/21","03",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","MTN","","A(V)",,730,2000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.01","A","OR","OG23","SHERIDAN","US","03/21","21",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","BRUSH","","A(V)",,5,20,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.03","A","OR","67OG","SHERIDAN","US","10/28","10",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,60,1000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.03","A","OR","67OG","SHERIDAN","US","10/28","28",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","PLINE","","A(V)",,20,30,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.8","A","OR","5OR3","SILETZ","US","16/34","16",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19604.8","A","OR","5OR3","SILETZ","US","16/34","34",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.","A","OR","08OR","SILVER LAKE","US","18/36","18",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.","A","OR","08OR","SILVER LAKE","US","18/36","36",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.1","A","OR","45S","SILVER LAKE","US","03/21","03",,"","","","",,,,"",,,,,"",,4492,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","M","A(V)",25,4,100,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.1","A","OR","45S","SILVER LAKE","US","03/21","21",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","M","A(V)",30,4,120,0,"B",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.12","A","OR","1JY2","SILVER LAKE","US","16/34","16",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREE","","A(V)",,25,250,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19605.12","A","OR","1JY2","SILVER LAKE","US","16/34","34",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,15,225,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.01","A","OR","22OR","SILVERTON","US","16/34","16",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TOWER","","",,300,6076,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.01","A","OR","22OR","SILVERTON","US","16/34","34",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","",,50,750,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.02","H","OR","OR26","SILVERTON","US","H1","H1",,"","","","",45,0,14.18,"N",45.00393888,122,47,26,"W",-122.79055555,318,,,,,,"",,,,,"",,,,,"","","","","","","","","","",,,,,"",,"","OWNER","2023/05/16","OWNER","2023/05/16","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.3","A","OR","6K5","SISTERS","US","02/20","02",,"","N","NSTD","GOOD",44,18,2.9,"N",44.30080555,121,32,36.9,"W",-121.54358333,,,,44,18,5.4182,"N",44.30150505,121,32,33.8078,"W",-121.54272438,,340,,"","","","","","","","TREE","","A(V)",0,16,201,125,"R",,"","STATE","2004/09/09","","","FAA-EST","2004/09/09","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.3","A","OR","6K5","SISTERS","US","02/20","20",,"","N","NSTD","GOOD",44,18,29.3,"N",44.30813888,121,32,4.6,"W",-121.53461111,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",4,85,560,100,"L",,"","FAA-EST","2013/08/14","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.31","A","OR","7OR4","SISTERS","US","17/35","17",,"","","","",44,18,40.19,"N",44.31116388,121,27,12.9,"W",-121.45358333,3075,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,,,,"",,"","OWNER","2013/09/17","OWNER","2013/09/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.31","A","OR","7OR4","SISTERS","US","17/35","35",,"","","","",44,18,23.4,"N",44.3065,121,27,12.9,"W",-121.45358333,3071,,,,,,"",,,,,"",,,,,"","","","","","","","FENCE","","A(V)",,60,30,,"",,"","OWNER","2013/09/17","OWNER","2013/09/17","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.33","A","OR","61OR","SISTERS","US","07/25","07",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.33","A","OR","61OR","SISTERS","US","07/25","25",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","","","A(V)",,,,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.34","A","OR","OR34","SISTERS","US","06/24","06",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","B(V)",17,,1000,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.34","A","OR","OR34","SISTERS","US","06/24","24",,"","Y","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","B(V)",20,,1500,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.35","A","OR","OG15","SISTERS","US","14/32","14",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,85,1600,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
"2026/02/19","19607.35","A","OR","OG15","SISTERS","US","14/32","32",,"","","","",,,,"",,,,,"",,,,,,,,"",,,,,"",,,,,"","","","","","","","TREES","","A(V)",,70,1300,,"",,"","","","","","","","","","","",,,,,,"","","",,"",,"",""
