"EFF_DATE","COUNTRY_CODE","LOC_ID","REGION_CODE","STATE","CITY","LID_GROUP","FAC_TYPE","FAC_NAME","RESP_ARTCC_ID","ARTCC_COMPUTER_ID","FSS_ID"
"2026/02/19","US","PRG","AGL","IL","PARIS","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PRG","AGL","IL","PARIS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PRN","ASO","AL","GREENVILLE","LANDING FACILITY","A","MAC CRENSHAW MEML","ZTL","ZCT","ANB"
"2026/02/19","US","PRN","ASO","AL","GREENVILLE","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PRN","ASO","AL","GREENVILLE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PRO","ACE","IA","PERRY","LANDING FACILITY","A","PERRY MUNI","ZMP","ZCP","FOD"
"2026/02/19","US","PRO","ACE","IA","PERRY","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PRO","ACE","IA","PERRY","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PRQ","ASW","TX","HOUSTON","INSTRUMENT LANDING SYSTEM","LD","WILLIAM P HOBBY(HOU) ILS RWY 13R","ZHU","ZCH",""
"2026/02/19","US","PRS","ASW","TX","PRESIDIO","LANDING FACILITY","A","PRESIDIO LELY INTL","ZAB","ZCA","SJT"
"2026/02/19","US","PRS","ASW","TX","PRESIDIO","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PRS","ASW","TX","PRESIDIO","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PRT","AAL","AK","POINT RETREAT","SPECIAL USE RESOURCE","WEATHER STATION","RAMOS","","",""
"2026/02/19","US","PRU","AGL","MI","HARBOR BEACH","SPECIAL USE RESOURCE","WEATHER STATION","RAMOS","","",""
"2026/02/19","US","PRX","ASW","TX","PARIS","LANDING FACILITY","A","COX FLD","ZFW","ZCF","FTW"
"2026/02/19","US","PRX","ASW","TX","PARIS","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PRX","ASW","TX","PARIS","REMOTE COMMUNICATION OUTLET","RCO","PARIS","","","FTW"
"2026/02/19","US","PRX","ASW","TX","PARIS","NAVIGATION AID","VOR/DME","PARIS","ZFW","ZCF","FTW"
"2026/02/19","US","PRX","ASW","TX","PARIS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PRZ","ASW","NM","PORTALES","LANDING FACILITY","A","PORTALES MUNI","ZAB","ZCA","ABQ"
"2026/02/19","US","PRZ","ASW","NM","PORTALES","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PS01","AEA","PA","CROYDON","LANDING FACILITY","H","STERLING","ZNY","ZCN","IPT"
"2026/02/19","US","PS02","AEA","PA","NEWVILLE","LANDING FACILITY","A","HEBERLIG","ZNY","ZCN","IPT"
"2026/02/19","US","PS03","AEA","PA","PERKASIE","LANDING FACILITY","A","ELEPHANT PATH","ZNY","ZCN","IPT"
"2026/02/19","US","PS05","AEA","PA","ALBION","LANDING FACILITY","A","G & N","ZOB","ZCC","AOO"
"2026/02/19","US","PS06","AEA","PA","BEAVER SPRINGS","LANDING FACILITY","A","SNOOK","ZNY","ZCN","IPT"
"2026/02/19","US","PS07","AEA","PA","COALDALE","LANDING FACILITY","H","ST LUKES MINERS MEML HOSPITAL","ZNY","ZCN","IPT"
"2026/02/19","US","PS11","AEA","PA","BURNHAM","LANDING FACILITY","A","MC CARDLE FARM","ZNY","ZCN","IPT"
"2026/02/19","US","PS12","AEA","PA","WEATHERLY","LANDING FACILITY","A","GROVER","ZNY","ZCN","IPT"
"2026/02/19","US","PS13","AEA","PA","RIDLEY PARK","LANDING FACILITY","H","BOEING HELICOPTERS CENTER 3 SOUTH","ZNY","ZCN","IPT"
"2026/02/19","US","PS15","AEA","PA","ALTOONA","LANDING FACILITY","A","VICARS PRIVATE","ZOB","ZCC","AOO"
"2026/02/19","US","PS16","AEA","PA","PHILADELPHIA","LANDING FACILITY","H","HOLY REDEEMER HOSPITAL","ZNY","ZCN","IPT"
"2026/02/19","US","PS17","AEA","PA","KENNETT SQUARE","LANDING FACILITY","H","MARLBORO CORPORATE PARK","ZNY","ZCN","IPT"
"2026/02/19","US","PS18","AEA","PA","BRADFORD","LANDING FACILITY","A","PECORA FLD","ZOB","ZCC","AOO"
"2026/02/19","US","PS20","AEA","PA","PINE GROVE","LANDING FACILITY","A","FAIRVIEW FARM AIRFIELD","ZNY","ZCN","IPT"
"2026/02/19","US","PS21","AEA","PA","DALMATIA","LANDING FACILITY","A","FLYING EAGLE","ZNY","ZCN","IPT"
"2026/02/19","US","PS22","AEA","PA","HAZLETON","LANDING FACILITY","H","LEHIGH VALLY HOSPITAL - HAZLETON","ZNY","ZCN","IPT"
"2026/02/19","US","PS23","AEA","PA","THOMPSONTOWN","LANDING FACILITY","H","THOMPSONTOWN VFD","ZNY","ZCN","IPT"
"2026/02/19","US","PS27","AEA","PA","ADDISON","LANDING FACILITY","A","JUERGENSEN AIRPARK AND MARITIME FACILITY","ZOB","ZCC","AOO"
"2026/02/19","US","PS29","AEA","PA","SOLEBURY","LANDING FACILITY","H","SUGAN POND","ZNY","ZCN","IPT"
"2026/02/19","US","PS34","AEA","PA","WORCESTER","LANDING FACILITY","H","NORTH PENN USARC","ZNY","ZCN","IPT"
"2026/02/19","US","PS35","AEA","PA","YORK","LANDING FACILITY","H","STONE","ZNY","ZCN","IPT"
"2026/02/19","US","PS37","AEA","PA","MUNCY","LANDING FACILITY","H","GEISINGER MEDICAL CENTER MUNCY","ZNY","ZCN","IPT"
"2026/02/19","US","PS39","AEA","PA","CLYMER","LANDING FACILITY","A","DOWNES","ZOB","ZCC","AOO"
"2026/02/19","US","PS41","AEA","PA","FARRELL","LANDING FACILITY","H","UPMC-HORIZON HOSPITAL/SHENANGO CAMPUS","ZOB","ZCC","AOO"
"2026/02/19","US","PS42","AEA","PA","ULYSSES","LANDING FACILITY","A","HOOPES FAMILY FARM","ZOB","ZCC","AOO"
"2026/02/19","US","PS43","AEA","PA","VOLANT","LANDING FACILITY","A","BARNES FARMLAND","ZOB","ZCC","AOO"
"2026/02/19","US","PS45","AEA","PA","RED LION","LANDING FACILITY","H","MISSION DESTINY","ZNY","ZCN","IPT"
"2026/02/19","US","PS46","AEA","PA","DUBLIN","LANDING FACILITY","A","GRAYSTRIP","ZNY","ZCN","IPT"
"2026/02/19","US","PS47","AEA","PA","EBENSBURG","LANDING FACILITY","A","HAMILTON HILL","ZOB","ZCC","AOO"
"2026/02/19","US","PS48","AEA","PA","LARKSVILLE BOROUGH","LANDING FACILITY","H","LARKSVILLE EMS","ZNY","ZCN","IPT"
"2026/02/19","US","PS50","AEA","PA","HARFORD","LANDING FACILITY","A","MSM","ZNY","ZCN","IPT"
"2026/02/19","US","PS52","AEA","PA","JOHNSTOWN","LANDING FACILITY","A","ALBERTER FARMS","ZOB","ZCC","AOO"
"2026/02/19","US","PS54","AEA","PA","PERKASIE","LANDING FACILITY","A","GUNDEN","ZNY","ZCN","IPT"
"2026/02/19","US","PS56","AEA","PA","GETTYSBURG","LANDING FACILITY","H","MORRIS","ZDC","ZCW","IPT"
"2026/02/19","US","PS57","AEA","PA","STATE COLLEGE","LANDING FACILITY","H","MOUNT NITTANY MEDICAL CENTER","ZNY","ZCN","AOO"
"2026/02/19","US","PS58","AEA","PA","LANCASTER","LANDING FACILITY","H","PENN ST HEALTH/LANCASTER MEDICAL CENTER","ZNY","ZCN","IPT"
"2026/02/19","US","PS59","AEA","PA","DICKSON CITY","LANDING FACILITY","H","DICKSON CITY HOSPITAL","ZNY","ZCN","IPT"
"2026/02/19","US","PS61","AEA","PA","TIDIOUTE","LANDING FACILITY","A","TIDIOUTE","ZOB","ZCC","AOO"
"2026/02/19","US","PS64","AEA","PA","CAMBRIDGE SPRINGS","LANDING FACILITY","A","MORTON'S","ZOB","ZCC","AOO"
"2026/02/19","US","PS65","AEA","PA","CHESTER","LANDING FACILITY","H","CROZER-CHESTER","ZNY","ZCN","IPT"
"2026/02/19","US","PS66","AEA","PA","CLARION","LANDING FACILITY","A","PARKER-CRAMER","ZOB","ZCC","AOO"
"2026/02/19","US","PS71","AEA","PA","LANGHORNE","LANDING FACILITY","H","ST MARY MEDICAL CENTER","ZNY","ZCN","IPT"
"2026/02/19","US","PS72","AEA","PA","LIONVILLE","LANDING FACILITY","H","HAIG-K","ZNY","ZCN","IPT"
"2026/02/19","US","PS73","AEA","PA","MACKEYVILLE","LANDING FACILITY","A","POVERTY","ZNY","ZCN","IPT"
"2026/02/19","US","PS74","AEA","PA","NAZARETH","LANDING FACILITY","H","HAHN","ZNY","ZCN","IPT"
"2026/02/19","US","PS78","AEA","PA","PITTSBURGH","LANDING FACILITY","H","PITTSBURGH CITY CENTER","ZOB","ZCC","AOO"
"2026/02/19","US","PS81","AEA","PA","SAYRE","LANDING FACILITY","H","ROBERT PACKER HOSPITAL","ZNY","ZCN","IPT"
"2026/02/19","US","PS82","AEA","PA","SPRINGBROOK","LANDING FACILITY","A","LAZY J RANCH","ZNY","ZCN","IPT"
"2026/02/19","US","PS83","AEA","PA","UPPER MERION TOWNSHIP","LANDING FACILITY","H","GLAXOSMITHKLINE LLC","ZNY","ZCN","IPT"
"2026/02/19","US","PS91","AEA","PA","JOHNSTOWN","LANDING FACILITY","H","CONEMAUGH MEML MEDICAL CENTER","ZOB","ZCC","AOO"
"2026/02/19","US","PS92","AEA","PA","LEBANON","LANDING FACILITY","H","VA MEDICAL CENTER","ZNY","ZCN","IPT"
"2026/02/19","US","PS95","AEA","PA","POTTSVILLE","LANDING FACILITY","H","MAZZUCA","ZNY","ZCN","IPT"
"2026/02/19","US","PS99","AEA","PA","TAMAQUA","LANDING FACILITY","A","WEST PENN TOWNSHIP","ZNY","ZCN","IPT"
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","LANDING FACILITY","A","MID-STATE","ZNY","ZCN","AOO"
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","REMOTE COMMUNICATION OUTLET","RCO","PHILIPSBURG","","","AOO"
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","REMOTE COMMUNICATION OUTLET","RCO1","PHILIPSBURG","","","AOO"
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","NAVIGATION AID","VORTAC","PHILIPSBURG","ZNY","ZCN","AOO"
"2026/02/19","US","PSB","AEA","PA","PHILIPSBURG","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSC","ANM","WA","PASCO","LANDING FACILITY","A","TRI-CITIES","ZSE","ZCS","SEA"
"2026/02/19","US","PSC","ANM","WA","PASCO","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PSC","ANM","WA","PASCO","INSTRUMENT LANDING SYSTEM","LD","TRI-CITIES(PSC) ILS RWY 21R","ZSE","ZCS",""
"2026/02/19","US","PSC","ANM","WA","PASCO","NAVIGATION AID","VOR/DME","PASCO","ZSE","ZCS","SEA"
"2026/02/19","US","PSC","ANM","WA","PASCO","SPECIAL USE RESOURCE","WEATHER STATION","SAWRS","","",""
"2026/02/19","US","PSC","ANM","WA","PASCO","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSE","ASO","PR","PONCE","LANDING FACILITY","A","MERCEDITA","ZSU","ZSU","SJU"
"2026/02/19","US","PSE","ASO","PR","PONCE","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PSE","ASO","PR","PONCE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSF","ANE","MA","PITTSFIELD","LANDING FACILITY","A","PITTSFIELD MUNI","ZBW","ZCB","BTV"
"2026/02/19","US","PSF","ANE","MA","PITTSFIELD","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PSF","ANE","MA","PITTSFIELD","REMOTE COMMUNICATION OUTLET","RCO","PITTSFIELD","","","BTV"
"2026/02/19","US","PSF","ANE","MA","PITTSFIELD","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSG","AAL","AK","PETERSBURG","LANDING FACILITY","A","PETERSBURG JAMES A JOHNSON","ZAN","ZAN","SIT"
"2026/02/19","US","PSG","AAL","AK","PETERSBURG","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","PSG","AAL","AK","PETERSBURG","INSTRUMENT LANDING SYSTEM","DD","PETERSBURG JAMES A JOHNSON(PSG) ILS RWY 23","ZAN","ZAN",""
"2026/02/19","US","PSG","AAL","AK","PETERSBURG","REMOTE COMMUNICATION OUTLET","RCO","PETERSBURG","","","SIT"
"2026/02/19","US","PSG","AAL","AK","PETERSBURG","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSI","AGL","MI","PONTIAC","NAVIGATION AID","DME","PONTIAC","ZOB","ZCC","LAN"
"2026/02/19","US","PSK","AEA","VA","DUBLIN","LANDING FACILITY","A","NEW RIVER VALLEY","ZDC","ZCW","DCA"
"2026/02/19","US","PSK","AEA","VA","DUBLIN","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PSK","AEA","VA","DUBLIN","INSTRUMENT LANDING SYSTEM","LS","NEW RIVER VALLEY(PSK) ILS RWY 06","ZDC","ZCW",""
"2026/02/19","US","PSK","AEA","VA","DUBLIN","REMOTE COMMUNICATION OUTLET","RCO","PULASKI","","","DCA"
"2026/02/19","US","PSK","AEA","VA","DUBLIN","NAVIGATION AID","VORTAC","PULASKI","ZTL","ZCT","DCA"
"2026/02/19","US","PSK","AEA","VA","DUBLIN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","LANDING FACILITY","A","PORTSMOUTH INTL AT PEASE","ZBW","ZCB","BGR"
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","CONTROL FACILITY","BASE OPS","","","",""
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","NAVIGATION AID","DME","PEASE","ZBW","ZCB","BGR"
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","INSTRUMENT LANDING SYSTEM","LS","PORTSMOUTH INTL AT PEASE(PSM) ILS RWY 34","ZBW","ZCB",""
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","SPECIAL USE RESOURCE","WEATHER STATION","PEASE AWS COMEDS STN","","",""
"2026/02/19","US","PSM","ANE","NH","PORTSMOUTH","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSN","ASW","TX","PALESTINE","LANDING FACILITY","A","PALESTINE MUNI","ZFW","ZCF","FTW"
"2026/02/19","US","PSN","ASW","TX","PALESTINE","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PSN","ASW","TX","PALESTINE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSO","ANM","CO","PAGOSA SPRINGS","LANDING FACILITY","A","STEVENS FLD","ZDV","ZCD","DEN"
"2026/02/19","US","PSO","ANM","CO","PAGOSA SPRINGS","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PSO","ANM","CO","PAGOSA SPRINGS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSP","AWP","CA","PALM SPRINGS","LANDING FACILITY","A","PALM SPRINGS INTL","ZLA","ZCL","RAL"
"2026/02/19","US","PSP","AWP","CA","PALM SPRINGS","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PSP","AWP","CA","PALM SPRINGS","REMOTE COMMUNICATION OUTLET","RCO","PALM SPRINGS","","","RAL"
"2026/02/19","US","PSP","AWP","CA","PALM SPRINGS","NAVIGATION AID","VORTAC","PALM SPRINGS","ZLA","ZCL","RAL"
"2026/02/19","US","PSP","AWP","CA","PALM SPRINGS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PSR","AWP","AZ","PHOENIX","SPECIAL USE RESOURCE","WEATHER STATION","WFO","","",""
"2026/02/19","US","PSX","ASW","TX","PALACIOS","LANDING FACILITY","A","PALACIOS MUNI","ZHU","ZCH","CXO"
"2026/02/19","US","PSX","ASW","TX","PALACIOS","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PSX","ASW","TX","PALACIOS","REMOTE COMMUNICATION OUTLET","RCO","PALACIOS","","","CXO"
"2026/02/19","US","PSX","ASW","TX","PALACIOS","NAVIGATION AID","VORTAC","PALACIOS","ZHU","ZCH","CXO"
"2026/02/19","US","PSX","ASW","TX","PALACIOS","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTB","AEA","VA","PETERSBURG","LANDING FACILITY","A","TRI CITIES EXEC/DINWIDDIE COUNTY","ZDC","ZCW","DCA"
"2026/02/19","US","PTB","AEA","VA","PETERSBURG","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PTB","AEA","VA","PETERSBURG","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTD","AEA","NY","POTSDAM","LANDING FACILITY","A","POTSDAM MUNI/DAMON FLD","ZBW","ZCB","BTV"
"2026/02/19","US","PTD","AEA","NY","POTSDAM","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","PTD","AEA","NY","POTSDAM","NAVIGATION AID","NDB","POTSDAM","ZBW","ZCB","BTV"
"2026/02/19","US","PTD","AEA","NY","POTSDAM","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTH","AAL","AK","PORT HEIDEN","LANDING FACILITY","A","PORT HEIDEN","ZAN","ZAN","ENA"
"2026/02/19","US","PTH","AAL","AK","PORT HEIDEN","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","PTH","AAL","AK","PORT HEIDEN","REMOTE COMMUNICATION OUTLET","RCO","PORT HEIDEN","","","ENA"
"2026/02/19","US","PTH","AAL","AK","PORT HEIDEN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTI","AAL","AK","PUNTILLA LAKE","SPECIAL USE RESOURCE","WEATHER STATION","PUNTILLA AWRS","","",""
"2026/02/19","US","PTI","AAL","AK","PUNTILLA LAKE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTK","AGL","MI","PONTIAC","LANDING FACILITY","A","OAKLAND COUNTY INTL","ZOB","ZCC","LAN"
"2026/02/19","US","PTK","AGL","MI","PONTIAC","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PTK","AGL","MI","PONTIAC","INSTRUMENT LANDING SYSTEM","LS","OAKLAND COUNTY INTL(PTK) ILS RWY 09R","ZOB","ZCC",""
"2026/02/19","US","PTK","AGL","MI","PONTIAC","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTN","ASW","LA","PATTERSON","LANDING FACILITY","A","HARRY P WILLIAMS MEML","ZHU","ZCH","DRI"
"2026/02/19","US","PTN","ASW","LA","PATTERSON","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PTN","ASW","LA","PATTERSON","INSTRUMENT LANDING SYSTEM","LD","HARRY P WILLIAMS MEML(PTN) ILS RWY 24","ZHU","ZCH",""
"2026/02/19","US","PTN","ASW","LA","PATTERSON","REMOTE COMMUNICATION OUTLET","RCO","PATTERSON","","","DRI"
"2026/02/19","US","PTN","ASW","LA","PATTERSON","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTR","ANM","OR","PORTLAND","SPECIAL USE RESOURCE","WEATHER STATION","RFC","","",""
"2026/02/19","US","PTS","ACE","KS","PITTSBURG","LANDING FACILITY","A","ATKINSON MUNI","ZKC","ZCK","ICT"
"2026/02/19","US","PTS","ACE","KS","PITTSBURG","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PTS","ACE","KS","PITTSBURG","REMOTE COMMUNICATION OUTLET","RCO","PITTSBURG","","","ICT"
"2026/02/19","US","PTS","ACE","KS","PITTSBURG","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTT","ACE","KS","PRATT","LANDING FACILITY","A","PRATT RGNL","ZKC","ZCK","ICT"
"2026/02/19","US","PTT","ACE","KS","PRATT","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PTT","ACE","KS","PRATT","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTU","AAL","AK","PLATINUM","LANDING FACILITY","A","PLATINUM","ZAN","ZAN","ENA"
"2026/02/19","US","PTU","AAL","AK","PLATINUM","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","PTU","AAL","AK","PLATINUM","REMOTE COMMUNICATION OUTLET","RCO","PLATINUM","","","ENA"
"2026/02/19","US","PTU","AAL","AK","PLATINUM","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTV","AWP","CA","PORTERVILLE","LANDING FACILITY","A","PORTERVILLE MUNI","ZLA","ZCL","RIU"
"2026/02/19","US","PTV","AWP","CA","PORTERVILLE","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PTV","AWP","CA","PORTERVILLE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTW","AEA","PA","POTTSTOWN","LANDING FACILITY","A","HERITAGE FLD","ZNY","ZCN","IPT"
"2026/02/19","US","PTW","AEA","PA","POTTSTOWN","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PTW","AEA","PA","POTTSTOWN","INSTRUMENT LANDING SYSTEM","LC","HERITAGE FLD(PTW) ILS RWY 28","ZNY","ZCN",""
"2026/02/19","US","PTW","AEA","PA","POTTSTOWN","NAVIGATION AID","VORTAC","POTTSTOWN","ZNY","ZCN","IPT"
"2026/02/19","US","PTW","AEA","PA","POTTSTOWN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PTZ","AAL","AK","DEADHORSE","WEATHER SENSOR","AWOS-3P","","","",""
"2026/02/19","US","PTZ","AAL","AK","DEADHORSE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUB","ANM","CO","PUEBLO","LANDING FACILITY","A","PUEBLO MEML","ZDV","ZCD","DEN"
"2026/02/19","US","PUB","ANM","CO","PUEBLO","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PUB","ANM","CO","PUEBLO","INSTRUMENT LANDING SYSTEM","LS","PUEBLO MEML(PUB) ILS RWY 08R","ZDV","ZCD",""
"2026/02/19","US","PUB","ANM","CO","PUEBLO","REMOTE COMMUNICATION OUTLET","RCO","PUEBLO","","","DEN"
"2026/02/19","US","PUB","ANM","CO","PUEBLO","NAVIGATION AID","VORTAC","PUEBLO","ZDV","ZCD","DEN"
"2026/02/19","US","PUB","ANM","CO","PUEBLO","SPECIAL USE RESOURCE","WEATHER STATION","WFO","","",""
"2026/02/19","US","PUB","ANM","CO","PUEBLO","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUC","ANM","UT","PRICE","LANDING FACILITY","A","CARBON COUNTY RGNL/BUCK DAVIS FLD","ZLC","ZCU","CDC"
"2026/02/19","US","PUC","ANM","UT","PRICE","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PUC","ANM","UT","PRICE","INSTRUMENT LANDING SYSTEM","LD","CARBON COUNTY RGNL/BUCK DAVIS FLD(PUC) ILS RWY 01","ZLC","ZCU",""
"2026/02/19","US","PUC","ANM","UT","PRICE","REMOTE COMMUNICATION OUTLET","RCO","CARBON","","","CDC"
"2026/02/19","US","PUC","ANM","UT","PRICE","NAVIGATION AID","VOR/DME","CARBON","ZLC","ZCU","CDC"
"2026/02/19","US","PUC","ANM","UT","PRICE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUJ","ASO","GA","ATLANTA","LANDING FACILITY","A","PAULDING NORTHWEST ATLANTA","ZTL","ZCT","MCN"
"2026/02/19","US","PUJ","ASO","GA","ATLANTA","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PUJ","ASO","GA","ATLANTA","INSTRUMENT LANDING SYSTEM","LD","PAULDING NORTHWEST ATLANTA(PUJ) ILS RWY 31","ZTL","ZCT",""
"2026/02/19","US","PUJ","ASO","GA","ATLANTA","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUK","ASO","FL","PANAMA CITY","INSTRUMENT LANDING SYSTEM","LD","NORTHWEST FLORIDA BEACHES INTL(ECP) ILS RWY 16","ZJX","ZCJ",""
"2026/02/19","US","PUO","AAL","AK","PRUDHOE BAY","SPECIAL USE RESOURCE","WEATHER STATION","SAWRS PT","","",""
"2026/02/19","US","PUO","AAL","AK","PRUDHOE BAY","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUT","ANE","CT","PUTNAM","NAVIGATION AID","VOR/DME","PUTNAM","ZBW","ZCB","BDR"
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","LANDING FACILITY","A","PULLMAN/MOSCOW RGNL","ZSE","ZCS","SEA"
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","INSTRUMENT LANDING SYSTEM","LD","PULLMAN/MOSCOW RGNL(PUW) ILS RWY 05","ZSE","ZCS",""
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","REMOTE COMMUNICATION OUTLET","RCO","PULLMAN","","","SEA"
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","NAVIGATION AID","VOR/DME","PULLMAN","ZSE","ZCS","SEA"
"2026/02/19","US","PUW","ANM","WA","PULLMAN/MOSCOW","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PUX","ANM","CO","PUEBLO","SPECIAL USE RESOURCE","WEATHER STATION","WSR","","",""
"2026/02/19","US","PUX","ANM","CO","PUEBLO","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PVB","AGL","WI","PLATTEVILLE","LANDING FACILITY","A","PLATTEVILLE MUNI","ZAU","ZCG","GRB"
"2026/02/19","US","PVB","AGL","WI","PLATTEVILLE","WEATHER SENSOR","AWOS-3","","","",""
"2026/02/19","US","PVB","AGL","WI","PLATTEVILLE","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PVC","ANE","MA","PROVINCETOWN","LANDING FACILITY","A","PROVINCETOWN MUNI","ZBW","ZCB","BDR"
"2026/02/19","US","PVC","ANE","MA","PROVINCETOWN","WEATHER SENSOR","AWOS-3PT","","","",""
"2026/02/19","US","PVC","ANE","MA","PROVINCETOWN","NAVIGATION AID","NDB","PROVINCETOWN","ZBW","ZCB","BDR"
"2026/02/19","US","PVC","ANE","MA","PROVINCETOWN","WEATHER REPORTING STATION","WXL","","","",""
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","LANDING FACILITY","A","RHODE ISLAND TF GREEN INTL","ZBW","ZCB","BDR"
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","WEATHER SENSOR","ASOS","","","",""
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","INSTRUMENT LANDING SYSTEM","LD","RHODE ISLAND TF GREEN INTL(PVD) ILS RWY 05","ZBW","ZCB",""
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","REMOTE COMMUNICATION OUTLET","RCO","PROVIDENCE","","","BDR"
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","NAVIGATION AID","VOR/DME","PROVIDENCE","ZBW","ZCB","BDR"
"2026/02/19","US","PVD","ANE","RI","PROVIDENCE","NAVIGATION AID","VOT","PROVIDENCE","","","BDR"
