"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","TERRAIN_SEQ_NO","TERRAIN_TEXT"
"2026/01/22","VR","106","",1,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1061","ZDC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1066","ZJX",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1070","ZJX ZTL",5,"AUTHORIZED A TO B."
"2026/01/22","VR","1072","ZHU ZME",5,"AUTHORIZED IAW COMMAND DIRECTIVES WITHIN ENTIRE ROUTE."
"2026/01/22","VR","1076","",5,"NOT AUTHORIZED."
"2026/01/22","VR","1077","",5,"NOT AUTHORIZED."
"2026/01/22","VR","1078","",5,"NOT AUTHORIZED."
"2026/01/22","VR","1079","",5,"AUTHORIZED FROM POINT B TO H."
"2026/01/22","VR","108","ZAB",5,"AUTHORIZED ENTIRE ROUTE IAW MAJOR COMMAND/MDS GUIDANCE."
"2026/01/22","VR","1080","",5,"NOT AUTHORIZED."
"2026/01/22","VR","1081","",5,"AUTHORIZED FROM POINT F TO G."
"2026/01/22","VR","1082","ZHU ZJX ZTL",5,"AUTHORIZED FROM A TO E."
"2026/01/22","VR","1083","ZHU ZJX ZTL",5,"AUTHORIZED FROM A TO D."
"2026/01/22","VR","1084","ZJX",5,"AUTHORIZED FROM A TO C."
"2026/01/22","VR","1085","ZHU ZJX ZTL",5,"AUTHORIZED FROM A TO F AND F TO F2."
"2026/01/22","VR","1087","ZMA",5,"AUTHORIZED FROM C TO E."
"2026/01/22","VR","1088","ZMA",5,"AUTHORIZED FROM C TO E."
"2026/01/22","VR","1089","ZMA",5,"AUTHORIZED FROM C TO F."
"2026/01/22","VR","1097","ZJX",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1098","ZMA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1102","ZME",5,"ONLY OBSTACLES 200' AGL AND HIGHTER WERE SURVEYED FOR THIS MTR,"
"2026/01/22","VR","1102","ZME",9,"AND THE MINIMUM SCHEDULABLE ALTITUDE FOR TRAINING IS 500' AGL."
"2026/01/22","VR","1103","ZFW ZME",5,"ONLY OBSTACLES 200' AND HIGHER WERE SURVEYED FOR THE MTR, AND"
"2026/01/22","VR","1103","ZFW ZME",10,"THE MINIMUM SCHEDULABLE ALTITUDE FOR TRAINING IS 500' AGL."
"2026/01/22","VR","1104","ZFW ZME",5,"ONLY OBSTACLES 200' AGL AND HIGHER WERE SURVEYED FOR THIS MTR,"
"2026/01/22","VR","1104","ZFW ZME",10,"AND THE MINIMUM SCHEDULABLE ALTITUDE FOR TRAINING IS 500' AGL."
"2026/01/22","VR","1105","ZHU",0,"NONE."
"2026/01/22","VR","1106","ZHU",0,"NONE."
"2026/01/22","VR","1107","ZAB",5,"VFR TERRAIN FOLLOWING AUTHORIZED ENTIRE"
"2026/01/22","VR","1107","ZAB",10,"ROUTE IAW COMMAND DIRECTIVES WITHIN"
"2026/01/22","VR","1107","ZAB",15,"PUBLISHED ALTITUDE BLOCKS."
"2026/01/22","VR","1110","ZFW ZHU",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1113","ZFW ZME",5,"ONLY OBSTACLES 200' AGL AND HIGHER WERE SURVEYED FOR"
"2026/01/22","VR","1113","ZFW ZME",7,"THIS MTR, AND THE MINIMUM SCHEDULABLE ALTITUDE FOR"
"2026/01/22","VR","1113","ZFW ZME",10,"TRAINING IS 500' AGL FOR POINTS A-E."
"2026/01/22","VR","1116","ZFW ZHU",5,"THE AREA FROM"
"2026/01/22","VR","1116","ZFW ZHU",10,"N35-05.5 W101-08.5 TO POINT B IS DESIGNATED THE TA SYSTEM"
"2026/01/22","VR","1116","ZFW ZHU",15,"CALIBRATION MANEUVER AREA. ENROUTE DELAY IN THE MANEUVER AREA"
"2026/01/22","VR","1116","ZFW ZHU",20,"WILL NOT EXCEED 30 MINUTES WITHOUT NOTIFICATION TO FSS. PILOTS WILL"
"2026/01/22","VR","1116","ZFW ZHU",25,"PLAN ALL TURNS IN THE MANEUVER AREA AS RIGHT TURNS TO REMAIN WITHIN"
"2026/01/22","VR","1116","ZFW ZHU",30,"ROUTE CORRIDOR."
"2026/01/22","VR","1120","ZHU",5,"AUTHORIZED BETWEEN B AND C."
"2026/01/22","VR","1121","ZHU",5,"AUTHORIZED BETWEEN A AND B."
"2026/01/22","VR","1122","ZHU",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1123","ZHU",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1124","ZFW",10,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1128","ZFW",5,"AUTHORIZED BETWEEN B AND K."
"2026/01/22","VR","1130","ZME",5,"AUTHORIZED FROM POINT B TO F. ONLY OBSTACLES 200' AGL AND HIGHER WERE SURVEYED FOR THIS MTR."
"2026/01/22","VR","1137","ZFW",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","114","ZAB",5,"AUTHORIZED ENTIRE ROUTE IAW MAJOR COMMAND/MDS GUIDANCE."
"2026/01/22","VR","1141","ZAB ZFW",5,"NOT AUTHORIZED."
"2026/01/22","VR","1142","ZAB ZFW",5,"NOT AUTHORIZED."
"2026/01/22","VR","1175","ZAB ZDV",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1176","ZAB ZDV",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","118","ZFW",0,"NONE"
"2026/01/22","VR","1182","ZME",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","119","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1195","ZAB",5,"VFR TERRAIN FOLLOWING AUTHORIZED ENTIRE ROUTE IAW"
"2026/01/22","VR","1195","ZAB",10,"COMMAND DIRECTIVES WITHIN THE PUBLISHED ALTITUDE BLOCKS."
"2026/01/22","VR","1196","ZHU",5,"AUTHORIZED FOR ENTIRE ROUTE"
"2026/01/22","VR","1205","ZLA ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1214","ZLA ZOA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1215","ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1217","ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1218","ZLA",5,"AUTHORIZED 10 NM AFTER B, FOR REMAINDER OF ROUTE."
"2026/01/22","VR","125","ZAB",5,"AUTHORIZED ENTIRE ROUTE IAW MAJOR COMMAND / MDS GUIDANCE"
"2026/01/22","VR","1251","ZOA ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1252","ZLA ZOA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1253","ZLA ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1254","ZOA ZSE",5,"AUTHORIZED FROM B TO I"
"2026/01/22","VR","1255","ZLA ZOA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1256","ZLA",5,"5 NM BEYOND B THROUGH F."
"2026/01/22","VR","1257","ZLA ZOA",5,"AUTHORIZED FROM B TO R."
"2026/01/22","VR","1259","ZLA ZLC ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1260","ZLC ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1261","ZOA ZSE",5,"AUTHORIZED FROM B TO L."
"2026/01/22","VR","1262","ZLA ZOA",5,"C THROUGH N."
"2026/01/22","VR","1264","ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1265","ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1266","ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE"
"2026/01/22","VR","1267","ZAB ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1267A","ZAB ZLA",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1268","ZAB ZLA",5,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","1300","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1301","ZLC ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1302","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1303","ZLC",5,"AUTHORIZED THE ENTIRE ROUTE."
"2026/01/22","VR","1304","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1305","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1350","ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1351","ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1352","ZLC ZOA ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1353","ZLC ZSE",5,"AUTHORIZED FROM C TO E."
"2026/01/22","VR","1354","ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1355","ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","138","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","140","ZHU",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","142","ZFW ZHU",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","1422","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1423","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1427","ZDV",1,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","143","ZFW ZHU",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1445","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1446","ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","151","ZHU",5,"NONE"
"2026/01/22","VR","152","ZKC",5,"AUTHORIZED"
"2026/01/22","VR","152","ZKC",10,"FROM A TO F AND G TO H ONLY. REVERSE COURSE/ORBIT IS AUTHORIZED"
"2026/01/22","VR","152","ZKC",15,"BETWEEN G AND H."
"2026/01/22","VR","1520","ZDV ZMP",5,"AUTHORIZED FROM B TO J."
"2026/01/22","VR","1521","ZDV ZMP",5,"AUTHORIZEDA FROM A TO I."
"2026/01/22","VR","1525","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1546","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","156","ZHU",5,"AUTHORIZED FROM F TO N."
"2026/01/22","VR","158","ZFW",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","159","ZFW",5,"AUTHORIZED FOR ENTIRE ROUTE IN VMC ONLY."
"2026/01/22","VR","1601","",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","1602","",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","1616","ZMP",5,"AUTHORIZED FROM B TO HH."
"2026/01/22","VR","1617","ZID ZOB",5,"AUTHORIZED FROM C TO G."
"2026/01/22","VR","1624","ZMP ZOB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1625","ZMP ZOB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1626","ZAU ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1627","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1628","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1629","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1631","ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1632","ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1633","ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1636","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1638","ZID ZOB",5,"AUTHORIZED FROM C TO F."
"2026/01/22","VR","1639","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1640","ZAU ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1641","ZAU ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1642","ZAU ZID",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1644","ZMP ZOB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1645","ZMP ZOB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1647","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1648","ZMP",10,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","165","",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1650","ZMP",5,"AUTHORIZED FROM A TO G."
"2026/01/22","VR","1666","ZMP",5,"AUTHORIZIED ENTIRE ROUTE."
"2026/01/22","VR","1667","ZID ZOB",5,"AUTHORIZED FROM A TO E."
"2026/01/22","VR","1668","ZID ZOB",5,"AUTHORIZED FROM A TO D."
"2026/01/22","VR","1679","ZID ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","168","ZHU",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1709","ZDC ZNY",5,"AUTHORIZED FROM A TO F."
"2026/01/22","VR","1711","ZDC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1712","ZDC",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1713","ZDC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1721","ZDC ZJX ZTL",5,"AUTHORIZED FROM A TO I."
"2026/01/22","VR","1722","ZDC",5,"VFR TERRAIN"
"2026/01/22","VR","1722","ZDC",10,"FOLLOWING IS AUTHORIZED IN ACCORDANCE WITH COMMAND DIRECTIVES"
"2026/01/22","VR","1722","ZDC",15,"WITHIN PUBLISHED ALTITUDE BLOCKS (05 AGL B 15 AGL) ALONG ENTIRE"
"2026/01/22","VR","1722","ZDC",20,"ROUTE EXCEPT WITHIN 3 NM OF F, WHERE 1500' AGL MUST BE"
"2026/01/22","VR","1722","ZDC",25,"MAINTAINED."
"2026/01/22","VR","1726","ZTL",5,"AUTHORIZED FROM A TO I."
"2026/01/22","VR","1743","ZTL",5,"AUTHORIZED FROM A TO J."
"2026/01/22","VR","1753","ZDC",5,"NOT AUTHORIZED."
"2026/01/22","VR","1754","ZDC",5,"AUTHORIZED 16 NM NW OF POINT E TO J."
"2026/01/22","VR","1757","ZDC ZNY ZOB",5,"AUTHORIZED FROM B TO K."
"2026/01/22","VR","1759","ZDC",5,"NONE."
"2026/01/22","VR","176","ZAB",5," AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","179","ZHU ZTL",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","1800","ZBW",5,"AUTHORIZED FROM ENTIRE ROUTE A TO H (VMC CONDITIONS ONLY)."
"2026/01/22","VR","1801","ZBW",5,"AUTHORIZED ENTIRE ROUTE A TO H (VMC CONDITIONS ONLY)."
"2026/01/22","VR","184","",1,"AUTHOURZED ENTIRE ROUTE."
"2026/01/22","VR","186","ZFW ZHU",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","187","",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","188","",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","189","ZFW ZME",5,"AUTHORIZED ENTIRE ROUTE. ONLY OBSTACLES 200' AGL AND HIGHER WERE SURVEYED FOR THIS MTR."
"2026/01/22","VR","190","",1,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1900","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1902","ZAN",5,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","1905","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1909","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","191","",1,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1912","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1915","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1916","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","1939","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","196","ZAB",5,"AUTHORIZED FOR ENTIRE ROUTE."
"2026/01/22","VR","197","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","198","ZAB ZFW",10,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","199","ZAB ZFW",10,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","201","ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","202","ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","208","ZLC ZOA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","209","ZLA ZLC ZOA",5,"AUTHORIZED ENTIRE ROUTE, EXCEPT BETWEEN POINTS J TO K."
"2026/01/22","VR","222","ZLA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","223","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","227","",1,"AUTHORIZED FROM A TO D AND FROM E TO K."
"2026/01/22","VR","231","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","239","ZAB",5,"AUTHORIZED FROM POINT B TO K."
"2026/01/22","VR","241","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","242","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","243","ZAB ZLA",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","244","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","245","ZAB ZLA ZLC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","259","ZAB",1,"AUTHORIZED FROM A TO E AND F TO L.  "
"2026/01/22","VR","260","ZAB",5,"AUTHORIZED FROM A TO E AND F TO M."
"2026/01/22","VR","263","ZAB",5,"PERMISSIBLE ON ALL LEGS EXCEPT BETWEEN H-J AND L-M."
"2026/01/22","VR","267","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","268","ZAB",5,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","269","ZAB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","289","",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","296","",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","299","",1,"AUTHORIZED ENTIRE ROUTE"
"2026/01/22","VR","316","ZLC ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","319","ZLC ZSE",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","331","ZSE",5,"300' AGL"
"2026/01/22","VR","331","ZSE",10,"MODIFIED CONTOUR WILL BE CONDUCTED IN VMC ONLY. AFTER CROSSING"
"2026/01/22","VR","331","ZSE",15,"POINT B, DESCEND TO 300' AGL CAN BE INITIATED. ALL STRUCTURES ON"
"2026/01/22","VR","331","ZSE",20,"THE ROUTE WILL BE AVOIDED BY A MINIMUM OF 500' HORIZONTALLY."
"2026/01/22","VR","413","ZDV",5,"AUTHORIZED FROM A TO H."
"2026/01/22","VR","510","ZMP",5,"AUTHORIZED FROM C TO K."
"2026/01/22","VR","511","ZKC ZMP",5,"AUTHORIZED B TO K."
"2026/01/22","VR","512","ZKC ZMP",5,"AUTHORIZED FROM B TO K."
"2026/01/22","VR","531","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","532","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","533","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","534","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","535","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","536","ZKC",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","540","ZMP",5,"AUTHORIZED FROM B THRU L."
"2026/01/22","VR","541","ZMP",5,"AUTHORIZED FROM A TO J."
"2026/01/22","VR","544","ZKC ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","545","ZKC ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","552","ZKC",5,"AUTHORIZED"
"2026/01/22","VR","552","ZKC",10,"FROM A TO B AND C TO H ONLY. REVERSE COURSE ORBIT IS AUTHORIZED"
"2026/01/22","VR","552","ZKC",15,"BETWEEN A AND B."
"2026/01/22","VR","604","ZMP",0,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","607","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","619","ZID",5,"CONTOUR FLYING ENTIRE ROUTE IN VMC."
"2026/01/22","VR","634","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","664","ZMP",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","704","ZNY ZOB",5,"AUTHORIZED FROM E TO J."
"2026/01/22","VR","705","ZNY ZOB",5,"AUTHORIZED FROM C TO F."
"2026/01/22","VR","707","ZNY ZOB",5,"AUTHORIZED FROM POINTS D TO I."
"2026/01/22","VR","708","ZDC ZNY ZOB",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","725","ZBW",5,"AUTHORIZED ENTIRE ROUTE A TO H (VMC CONDITIONS ONLY)."
"2026/01/22","VR","840","ZBW",5,"AUTHORIZED FOR ENTIRE ROUTE WITH EXCEPTIONS NOTED"
"2026/01/22","VR","840","ZBW",10,"IN SPECIAL OPERATING PROCEDURES."
"2026/01/22","VR","841","ZBW",5,"AUTHORIZED"
"2026/01/22","VR","841","ZBW",10,"ENTIRE ROUTE EXCEPTIONS NOTED IN SPECIAL OPERATING PROCEDURES."
"2026/01/22","VR","842","ZBW",5,"AUTHORIZED"
"2026/01/22","VR","842","ZBW",10,"ENTIRE ROUTE WITH EXCEPTIONS NOTED IN SPECIAL OPERATING"
"2026/01/22","VR","842","ZBW",15,"PROCEDURES."
"2026/01/22","VR","931","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","932","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","933","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","934","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","935","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","936","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","937","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","938","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","940","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","941","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","954","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
"2026/01/22","VR","955","ZAN",5,"AUTHORIZED ENTIRE ROUTE."
